	p_1_nl	p_1_fol	p_2_nl	p_2_fol	h_nl	h_fol	label	exception
2852	The woman is playing with two young boys at a park	exists x. exists y. exists z. (Woman(x) & YoungBoy(y) & YoungBoy(z) & Park(p) & PlayingAt(x, y, z, p))			A woman is playing with two young boys at a park	exists x. exists y. exists z. (Woman(x) & YoungBoy(y) & YoungBoy(z) & Park(p) & PlayingWith(x, y, z, p))	e	[WinError 193] %1 is not a valid Win32 application
2853	A woman is playing with two young boys at a park	exists x. exists y. exists z. (Woman(x) & YoungBoy(y) & YoungBoy(z) & Park(p) & PlayingWith(x, y, z, p))			There is no woman playing with two young boys at a park	not exists x. (Woman(x) & PlayingWith(x, 2, YoungBoys) & At(x, Park))	c	[WinError 193] %1 is not a valid Win32 application
2854	A lady is standing near three children	exists x. exists y. exists z. (Lady(x) & Child(y) & Child(z) & StandingNear(x, y) & StandingNear(x, z) & StandingNear(x, y) & StandingNear(x, z))			A woman is standing near three children	exists x. exists y. exists z. (Woman(x) & Child(y) & Child(z) & StandingNear(x, y) & StandingNear(x, z) & StandingNear(x, z))	e	[WinError 193] %1 is not a valid Win32 application
2855	A woman is standing near three children	exists x. exists y. exists z. (Woman(x) & Child(y) & Child(z) & StandingNear(x, y) & StandingNear(x, z) & StandingNear(x, z))			There is no woman standing near three children	exists x. exists y. exists z. (Woman(x) & Child(y) & Child(z) & not StandingNear(x, y) & not StandingNear(x, z) & not StandingNear(x, y) & not StandingNear(x, z))	c	[WinError 193] %1 is not a valid Win32 application
2856	A woman is playing with two young boys at a park	exists x. exists y. exists z. (Woman(x) & YoungBoy(y) & YoungBoy(z) & Park(p) & PlayingWith(x, y, z, p))			A lady is standing near three children	exists x. exists y. exists z. (Lady(x) & Child(y) & Child(z) & StandingNear(x, y) & StandingNear(x, z) & StandingNear(x, y) & StandingNear(x, z))	n	[WinError 193] %1 is not a valid Win32 application
2857	There is no woman standing near three children	exists x. exists y. exists z. (Woman(x) & Child(y) & Child(z) & not StandingNear(x, y) & not StandingNear(x, z) & not StandingNear(x, y) & not StandingNear(x, z))			A woman is playing with two young boys at a park	exists x. exists y. exists z. (Woman(x) & YoungBoy(y) & YoungBoy(z) & Park(p) & PlayingWith(x, y, z, p))	n	[WinError 193] %1 is not a valid Win32 application
2858	A woman is standing near three children	exists x. exists y. exists z. (Woman(x) & Child(y) & Child(z) & StandingNear(x, y) & StandingNear(x, z) & StandingNear(x, z))			There is no woman playing with two young boys at a park	not exists x. (Woman(x) & PlayingWith(x, 2, YoungBoys) & At(x, Park))	n	[WinError 193] %1 is not a valid Win32 application
2859	A yellow dog is stopping on white snow on a sunny day	all x.all y.all z. (Dog(x) & Yellow(x) & Snow(y) & White(y) & SunnyDay(z) -> StopsOn(x, y, z))			A yellow dog is running on white snow on a sunny day	all x.all y.all z. (YellowDog(x) & WhiteSnow(y) & SunnyDay(z) -> RunningOn(x, y, z))	c	[WinError 193] %1 is not a valid Win32 application
2860	A tan dog is running through the snow	all x. (Dog(x) & Tan(x) -> exists y. (Snow(y) & RunningThrough(x, y)))			A dog, which is tan, is running through the snow	all x. (Dog(x) & Tan(x) -> RunningThroughSnow(x))	e	[WinError 193] %1 is not a valid Win32 application
2861	A tan dog is resting in the snow	exists x. (Dog(x) & Tan(x) & RestingIn(x, snow))			A tan dog is running through the snow	all x. (Dog(x) & Tan(x) -> exists y. (Snow(y) & RunningThrough(x, y)))	n	[WinError 193] %1 is not a valid Win32 application
2862	A yellow dog is running on white snow on a sunny day	all x.all y.all z. (YellowDog(x) & WhiteSnow(y) & SunnyDay(z) -> RunningOn(x, y, z))			A dog, which is tan, is running through the snow	all x. (Dog(x) & Tan(x) -> RunningThroughSnow(x))	e	[WinError 193] %1 is not a valid Win32 application
2863	A yellow dog is running on white snow on a very sunny day	all x.all y.all z. (YellowDog(x) & WhiteSnow(y) & VerySunnyDay(z) -> RunningOn(x, y, z))			A tan dog is running through the snow	all x. (Dog(x) & Tan(x) -> exists y. (Snow(y) & RunningThrough(x, y)))	n	[WinError 193] %1 is not a valid Win32 application
2864	A girl is wearing jeans and a pink shirt and is running	exists x. (Girl(x) & WearingJeans(x) & WearingPinkShirt(x) & Running(x))			A girl is running with a pink shirt and is not wearing jeans	all x. (Girl(x) & Running(x) & WearingPinkShirt(x) & not WearingJeans(x))	n	[WinError 193] %1 is not a valid Win32 application
2865	The little girl in a pink shirt is running under a tree in the desert	exists x. (LittleGirl(x) & PinkShirt(x) & exists y. (Tree(y) & InDesert(y) & RunningUnder(x, y)))			A little girl in a pink shirt is running under a tree in the desert	exists x. exists y. exists z. (LittleGirl(x) & PinkShirt(x) & Tree(y) & Desert(z) & RunsUnder(x, y, z))	e	[WinError 193] %1 is not a valid Win32 application
2866	The little girl in a pink shirt is running under a tree in the desert	exists x. (LittleGirl(x) & PinkShirt(x) & exists y. (Tree(y) & InDesert(y) & RunningUnder(x, y)))			A girl is running with a pink shirt and is not wearing jeans	all x. (Girl(x) & Running(x) & WearingPinkShirt(x) & not WearingJeans(x))	n	[WinError 193] %1 is not a valid Win32 application
2867	A girl is wearing jeans and a pink shirt and is running	exists x. (Girl(x) & WearingJeans(x) & WearingPinkShirt(x) & Running(x))			The little girl in a pink shirt is running under a tree in the desert	exists x. (LittleGirl(x) & PinkShirt(x) & exists y. (Tree(y) & InDesert(y) & RunningUnder(x, y)))	n	[WinError 193] %1 is not a valid Win32 application
2868	The white dog wearing reindeer ears is close to a brown dog	all x.all y. (WhiteDog(x) & WearingReindeerEars(x) & BrownDog(y) -> CloseTo(x, y))			The white dog wearing reindeer ears is near a brown dog	all x.all y. (WhiteDog(x) & WearsReindeerEars(x) & BrownDog(y) -> Near(x, y))	e	[WinError 193] %1 is not a valid Win32 application
2869	The white dog wearing reindeer ears is near a brown dog	all x.all y. (WhiteDog(x) & WearsReindeerEars(x) & BrownDog(y) -> Near(x, y))			The white dog is not wearing reindeer ears and isn't near a brown dog	all x. (WhiteDog(x) -> not WearingReindeerEars(x) & not NearBrownDog(x))	c	[WinError 193] %1 is not a valid Win32 application
2870	The white reindeer wearing dog ears is near a brown reindeer	all x.all y. (WhiteReindeer(x) & WearingDogEars(x) & BrownReindeer(y) -> Near(x, y))			The white dog wearing reindeer ears is near a brown dog	all x.all y. (WhiteDog(x) & WearsReindeerEars(x) & BrownDog(y) -> Near(x, y))	n	[WinError 193] %1 is not a valid Win32 application
2871	A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass	all x.all y. (WhiteDog(x) & ChristmasReindeerHeadband(x) & BrownDog(y) & PlayingInGrass(x, y) -> DogWearingHeadbandAndPlaying(x, y))			A white dog is wearing a Christmas reindeer headband and is playing with a dog with a brown coat in the grass	all x.all y. (WhiteDog(x) & ChristmasReindeerHeadband(x) & BrownDog(y) & PlayingInGrass(x, y) -> DogWearingHeadbandAndPlaying(x, y))	e	[WinError 193] %1 is not a valid Win32 application
2872	The white dog wearing reindeer ears is close to a brown dog	all x.all y. (WhiteDog(x) & WearingReindeerEars(x) & BrownDog(y) -> CloseTo(x, y))			A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass	all x.all y. (WhiteDog(x) & ChristmasReindeerHeadband(x) & BrownDog(y) & PlayingInGrass(x, y) -> DogWearingHeadbandAndPlaying(x, y))	n	[WinError 193] %1 is not a valid Win32 application
2873	A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass	all x.all y. (WhiteDog(x) & ChristmasReindeerHeadband(x) & BrownDog(y) & PlayingInGrass(x, y) -> DogWearingHeadbandAndPlaying(x, y))			The white dog wearing reindeer ears is near a brown dog	all x.all y. (WhiteDog(x) & WearsReindeerEars(x) & BrownDog(y) -> Near(x, y))	e	[WinError 193] %1 is not a valid Win32 application
2874	A child, who is young, is riding a bike on a rough dirt path	all x. (Child(x) & Young(x) -> RidingBikeOnRoughDirtPath(x))			A young child is riding a bike on a rough dirt path	exists x. exists y. exists z. (YoungChild(x) & Bike(y) & RoughDirtPath(z) & RidingOn(x, y, z))	e	[WinError 193] %1 is not a valid Win32 application
2875	A young child is walking with a bike on a rough dirt path	exists x. (YoungChild(x) & Walking(x) & exists y. (Bike(y) & On(x, y)) & exists z. (RoughDirtPath(z) & On(x, z)))			A young child is riding a bike on a rough dirt path	exists x. exists y. exists z. (YoungChild(x) & Bike(y) & RoughDirtPath(z) & RidingOn(x, y, z))	n	[WinError 193] %1 is not a valid Win32 application
2876	The young boy is riding a dirt bike through the mud	exists x. exists y. exists z. (YoungBoy(x) & DirtBike(y) & Mud(z) & Riding(x, y, z))			A young boy is riding a dirt bike through the mud	exists x. exists y. exists z. (YoungBoy(x) & DirtBike(y) & Mud(z) & Riding(x, y) & Through(x, z))	e	[WinError 193] %1 is not a valid Win32 application
2877	A young boy is riding a dirt bike through the mud	exists x. exists y. exists z. (YoungBoy(x) & DirtBike(y) & Mud(z) & Riding(x, y) & Through(x, z))			There is no young boy riding a dirt bike through the mud	not exists x. (YoungBoy(x) & RidingDirtBike(x) & ThroughMud(x))	c	[WinError 193] %1 is not a valid Win32 application
2878	A young child is riding a bike on a rough dirt path	exists x. exists y. exists z. (YoungChild(x) & Bike(y) & RoughDirtPath(z) & RidingOn(x, y, z))			The young boy is riding a dirt bike through the mud	exists x. exists y. exists z. (YoungBoy(x) & DirtBike(y) & Mud(z) & Riding(x, y, z))	n	[WinError 193] %1 is not a valid Win32 application
2879	A young child is walking with a bike on a rough dirt path	exists x. (YoungChild(x) & Walking(x) & exists y. (Bike(y) & On(x, y)) & exists z. (RoughDirtPath(z) & On(x, z)))			A young boy is riding a dirt bike through the mud	exists x. exists y. exists z. (YoungBoy(x) & DirtBike(y) & Mud(z) & Riding(x, y) & Through(x, z))	n	[WinError 193] %1 is not a valid Win32 application
2880	The woman in a red costume is leaning against a wall made of bricks and playing an instrument	all x.all y.all z. (Woman(x) & RedCostume(x) & Wall(y) & MadeOfBricks(y) & Instrument(z) & LeaningAgainst(x, y) & Playing(x, z) -> WomanInRedCostume(x))			The woman in a red costume is leaning against a brick wall and playing an instrument	all x. (Woman(x) & RedCostume(x) -> (LeaningAgainstBrickWall(x) & PlayingInstrument(x)))	e	[WinError 193] %1 is not a valid Win32 application
2881	The woman in a red costume is leaning against a wall made of bricks and playing an instrument	all x.all y.all z. (Woman(x) & RedCostume(x) & Wall(y) & MadeOfBricks(y) & Instrument(z) & LeaningAgainst(x, y) & Playing(x, z) -> WomanInRedCostume(x))			A woman in a red dress is playing an instrument	all x. (Woman(x) & WearsRedDress(x) -> PlaysInstrument(x))	e	[WinError 193] %1 is not a valid Win32 application
2882	The woman in a red costume is not leaning against a brick wall and is not playing an instrument	all x. (Woman(x) & RedCostume(x) -> not LeaningAgainstBrickWall(x) & not PlayingInstrument(x))			A woman in a red dress is playing an instrument	all x. (Woman(x) & WearsRedDress(x) -> PlaysInstrument(x))	n	[WinError 193] %1 is not a valid Win32 application
2883	A woman in a red dress is putting away an instrument	all x.all y. (Woman(x) & RedDress(x) & Instrument(y) -> PuttingAway(x, y))			The woman in a red costume is leaning against a brick wall and playing an instrument	all x. (Woman(x) & RedCostume(x) -> (LeaningAgainstBrickWall(x) & PlayingInstrument(x)))	n	[WinError 193] %1 is not a valid Win32 application
2884	A woman in a red dress is playing an instrument	all x. (Woman(x) & WearsRedDress(x) -> PlaysInstrument(x))			The woman in a red costume is leaning against a brick wall and playing an instrument	all x. (Woman(x) & RedCostume(x) -> (LeaningAgainstBrickWall(x) & PlayingInstrument(x)))	n	[WinError 193] %1 is not a valid Win32 application
2885	A young child is wearing a white coat and playing a game	all x. (YoungChild(x) -> (WearsWhiteCoat(x) & PlaysGame(x)))			A child, who is young, is wearing a white coat and playing a game	all x. (Child(x) & Young(x) -> (WearingWhiteCoat(x) & PlayingGame(x)))	e	[WinError 193] %1 is not a valid Win32 application
2886	A young gamer is playing with a child wearing a white coat	all x.all y.all z. (YoungGamer(x) & Child(y) & WhiteCoat(z) -> PlayingWith(x, y, z))			A young child is wearing a white coat and playing a game	all x. (YoungChild(x) -> (WearsWhiteCoat(x) & PlaysGame(x)))	n	[WinError 193] %1 is not a valid Win32 application
2887	The child is playing with toys outdoors	all x. (Child(x) -> exists y. (Toy(y) & Outdoors(y) & PlayingWith(x, y)))			There is no young child wearing a white coat and playing a game	not exists x. (YoungChild(x) & WearingWhiteCoat(x) & PlayingGame(x))	c	[WinError 193] %1 is not a valid Win32 application
2888	The child is delightedly playing with toys outdoors	all x. (Child(x) & PlayingWithToys(x) & Outdoors(x) -> Delighted(x))			A young child is wearing a white coat and playing a game	all x. (YoungChild(x) -> (WearsWhiteCoat(x) & PlaysGame(x)))	n	[WinError 193] %1 is not a valid Win32 application
2889	A young child is wearing a white coat and playing a game	all x. (YoungChild(x) -> (WearsWhiteCoat(x) & PlaysGame(x)))			The child is playing with toys indoors	all x. (Child(x) -> exists y. (Toy(y) & PlayingWith(x, y) & Indoors(y)))	n	[WinError 193] %1 is not a valid Win32 application
2890	The man is wearing a wetsuit and is riding a surfboard	exists x. (Man(x) & Wetsuit(x) & Surfboard(x))			The person is wearing a wetsuit and is riding a surfboard	exists x. (Person(x) & Wetsuit(x) & RidingSurfboard(x))	e	[WinError 193] %1 is not a valid Win32 application
2891	A surfer is leaning on a surfboard	all x.all y. (Surfer(x) & Surfboard(y) -> LeaningOn(x, y))			The surfer is leaning on a surfboard	exists x. exists y. (Surfer(x) & Surfboard(y) & LeaningOn(x, y))	e	[WinError 193] %1 is not a valid Win32 application
2892	There is no surfer leaning on a surfboard	not exists x. (Surfer(x) & LeaningOnSurfboard(x))			The man is wearing a wetsuit and is riding a surfboard	exists x. (Man(x) & Wetsuit(x) & Surfboard(x))	n	[WinError 193] %1 is not a valid Win32 application
2893	A surfer is leaning the surfboard against a wall	all x.all y. (Surfer(x) & Surfboard(y) -> LeaningAgainstWall(x, y))			The man is wearing a wetsuit and is riding a surfboard	exists x. (Man(x) & Wetsuit(x) & Surfboard(x))	n	[WinError 193] %1 is not a valid Win32 application
2894	The man is wearing a wetsuit and is riding a surfboard	exists x. (Man(x) & Wetsuit(x) & Surfboard(x))			A surfer is leaning on a surfboard	all x.all y. (Surfer(x) & Surfboard(y) -> LeaningOn(x, y))	n	[WinError 193] %1 is not a valid Win32 application
2895	A waterfall is flowing calmly into a shallow pool	all x.all y. (Waterfall(x) & ShallowPool(y) -> FlowsCalmlyInto(x, y))			A waterfall is flowing into a shallow pool	all x.all y. (Waterfall(x) & ShallowPool(y) -> FlowsInto(x, y))	e	[WinError 193] %1 is not a valid Win32 application
2896	A waterfall is flowing out of a shallow pool	all x.all y. (Waterfall(x) & ShallowPool(y) -> FlowsOutOf(x, y))			A waterfall is flowing into a shallow pool	all x.all y. (Waterfall(x) & ShallowPool(y) -> FlowsInto(x, y))	n	[WinError 193] %1 is not a valid Win32 application
2897	A waterfall is flowing into a shallow pool	all x.all y. (Waterfall(x) & ShallowPool(y) -> FlowsInto(x, y))			The people are walking on the road beside a waterfall, which is beautiful	all x.all y. (People(x) & Road(y) & WalkingOn(x, y) & Waterfall(z) & Beside(z, y) -> Beautiful(z))	n	[WinError 193] %1 is not a valid Win32 application
